N epoch,device,progress,patience,epochs,verbose,geometric_dim,encoder_hidden_dim,encoder_depth,dropout,batch_norm,dense_activation,gnn_activation,gnn_depth,dense_depth,dense_dim,gnn_hidden_dim,model_seed,total_params,reduction,total_samples,use_folds,train_samples,train_folds,valid_samples,valid_folds,test_samples,test_folds,optimizer,lr,scheduler,scheduler_gamma,scheduler_step,loss_fn,pos_weight,loss_reduction,train_batch_size,train_shuffle,train_num_workers,valid_batch_size,valid_shuffle,valid_num_workers,test_batch_size,test_shuffle,test_num_workers,train_cumulated_loss,train_mean_loss,cumulated_loss,mean_loss,average_precision,roc_auc,tp,fp,fn,tn,f1,accuracy,balanced_accuracy,recall,precision,jaccard,At epoch
14,cuda,False,5,31,1,5,16,1,0.2,True,relu,relu,1,3,16,256,1234,282562,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,787.6328,0.8061748147010803,192.32108,0.9071749,0.3136497025069182,0.7987873620490177,2696,12103,1337,38103,0.286321155480034,0.7522078209406515,0.7137090969979287,0.6684849987602282,0.1821744712480573,0.1670798215171046,
15,cuda,False,5,31,1,5,16,1,0.2,True,relu,relu,1,3,16,256,1234,282562,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,789.8748,0.8084695935249329,191.94435,0.9053979,0.3132264724988971,0.8004663978062749,2595,10882,1438,39324,0.2964020559680183,0.7728571691955972,0.7133473021970211,0.643441606744359,0.1925502708317875,0.1739859202145491,
16,cuda,False,5,31,1,5,16,1,0.2,True,relu,relu,1,3,16,256,1234,282562,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,789.8962,0.8084914684295654,191.84431,0.904926,0.3169845676119076,0.8004162276168035,2672,11563,1361,38643,0.2925333917232319,0.7617212706723944,0.7161114877668548,0.6625340937267543,0.1877063575693712,0.1713259810207745,
17,cuda,False,5,31,1,5,16,1,0.2,True,relu,relu,1,3,16,256,1234,282562,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,788.06396,0.8066161274909973,191.40248,0.90284187,0.3165212376347889,0.8016887359363332,2682,11698,1351,38508,0.2913159181013414,0.7594166559117977,0.7160067988274128,0.6650136374907017,0.1865090403337969,0.1704913864344288,
18,cuda,False,5,31,1,5,16,1,0.2,True,relu,relu,1,3,16,256,1234,282562,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,787.01855,0.8055461049079895,191.63911,0.9039581,0.3123792519253452,0.8009818022348963,2646,11325,1387,38881,0.2939346811819596,0.7656298973063662,0.715258315507034,0.656087279940491,0.1893923126476272,0.1722880583409298,
19,cuda,False,5,31,1,5,16,1,0.2,True,relu,relu,1,3,16,256,1234,282562,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,788.3241,0.806882381439209,191.53546,0.90346915,0.3166151751567432,0.8016906521674219,2622,10854,1411,39352,0.2995031126849049,0.7738711996902597,0.7169735374116809,0.6501363749070171,0.1945681211041852,0.176126822059515,
20,cuda,False,5,31,1,5,16,1,0.2,True,relu,relu,1,3,16,256,1234,282562,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,787.8879,0.8064358830451965,191.8458,0.904933,0.3117878424477345,0.8014788567753472,2563,10188,1470,40018,0.3054099142040038,0.785062408967717,0.716291556693687,0.6355070666997272,0.201003842835856,0.1802264257084593,
21,cuda,False,5,31,1,5,16,1,0.2,True,relu,relu,1,3,16,256,1234,282562,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,787.1295,0.8056597113609314,191.83394,0.90487707,0.3119814404320565,0.8014070178644793,2686,11679,1347,38527,0.291988259593434,0.7598407050277476,0.7166919279921052,0.6660054549962807,0.18698224852071,0.1709521384928717,
22,cuda,False,5,31,1,5,16,1,0.2,True,relu,relu,1,3,16,256,1234,282562,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,787.1309,0.805661141872406,191.83931,0.9049024,0.3143928092766493,0.8014228440565512,2636,11092,1397,39114,0.2968301334384325,0.7697413300392706,0.7163389834131333,0.6536077361765436,0.192016317016317,0.1742809917355371,
23,cuda,False,5,31,1,5,16,1,0.2,True,relu,relu,1,3,16,256,1234,282562,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,787.4309,0.805968165397644,191.54196,0.90349984,0.3136581882116101,0.801400538237705,2745,12323,1288,37883,0.287419506832103,0.7490551079481554,0.7175930060291446,0.6806347632035705,0.1821741438810724,0.1678283198826118,
24,cuda,False,5,31,1,5,16,1,0.2,True,relu,relu,1,3,16,256,1234,282562,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,784.91547,0.803393542766571,191.68077,0.9041546,0.3147659035774425,0.8015719495534585,2664,11529,1369,38677,0.2923296389772852,0.7622006305425985,0.7154582752088916,0.6605504587155964,0.1876981610653139,0.1711862228505333,
25,cuda,False,5,31,1,5,16,1,0.2,True,relu,relu,1,3,16,256,1234,282562,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,786.99536,0.8055223822593689,191.95387,0.9054428,0.3119509488473597,0.8008430458674902,2676,11718,1357,38488,0.2904433711401747,0.7589372960415937,0.7150637563172781,0.6635259112323333,0.1859107961650687,0.1698939749857151,
-1,cuda,False,5,31,1,5,16,1,0.2,True,relu,relu,1,3,16,256,1234,282562,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,,,205.51091,0.8598783,0.3260858408640691,0.8163033853399388,2859,10979,1462,45744,0.314885180902032,0.7961961863573815,0.7340488762706784,0.6616523952788707,0.2066050007226477,0.1868627450980392,20.0
