N epoch,device,progress,patience,epochs,verbose,geometric_dim,encoder_hidden_dim,encoder_depth,dropout,batch_norm,dense_activation,gnn_activation,gnn_depth,dense_depth,dense_dim,gnn_hidden_dim,model_seed,total_params,reduction,total_samples,use_folds,train_samples,train_folds,valid_samples,valid_folds,test_samples,test_folds,optimizer,lr,scheduler,scheduler_gamma,scheduler_step,loss_fn,pos_weight,loss_reduction,train_batch_size,train_shuffle,train_num_workers,valid_batch_size,valid_shuffle,valid_num_workers,test_batch_size,test_shuffle,test_num_workers,train_cumulated_loss,train_mean_loss,cumulated_loss,mean_loss,average_precision,roc_auc,tp,fp,fn,tn,f1,accuracy,balanced_accuracy,recall,precision,jaccard,At epoch
11,cuda,False,5,31,1,5,16,3,0.2,True,relu,relu,3,3,256,16,1234,154740,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,745.66785,0.7632219791412354,183.3951,0.8650712,0.3115820055469749,0.8207326405341409,2674,8659,1359,41547,0.348041129767018,0.8152989546267446,0.7452802882572598,0.6630300024795438,0.2359481161210624,0.2106838953671604,
12,cuda,False,5,31,1,5,16,3,0.2,True,relu,relu,3,3,256,16,1234,154740,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,743.2904,0.7607885599136353,185.54315,0.87520355,0.3009745287802305,0.8156665601446316,2810,10744,1223,39462,0.3195542161824075,0.7793654012795221,0.7413767353880145,0.6967517976692289,0.207318872657518,0.1901603843811328,
13,cuda,False,5,31,1,5,16,3,0.2,True,relu,relu,3,3,256,16,1234,154740,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,742.6961,0.7601802349090576,184.35709,0.8696089,0.3106546876057197,0.8193399109381226,2776,10297,1257,39909,0.3245644802993102,0.7869798484485333,0.7416131701535471,0.6883213488718076,0.2123460567582039,0.1937194696441032,
14,cuda,False,5,31,1,5,16,3,0.2,True,relu,relu,3,3,256,16,1234,154740,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,741.76227,0.7592244148254395,184.35237,0.86958665,0.3076947925501344,0.8203085879778093,2743,9499,1290,40707,0.3370814132104455,0.8010840907833846,0.7454691802429582,0.680138854450781,0.2240646953112236,0.2027046999704404,
15,cuda,False,5,31,1,5,16,3,0.2,True,relu,relu,3,3,256,16,1234,154740,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,738.24603,0.7556254267692566,183.85344,0.8672332,0.3172508744387728,0.8223826735412215,2895,11702,1138,38504,0.3107890499194847,0.7632699717915153,0.7423741040372629,0.717827919662782,0.1983284236486949,0.1839847473784556,
16,cuda,False,5,31,1,5,16,3,0.2,True,relu,relu,3,3,256,16,1234,154740,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,737.55164,0.7549147009849548,183.1959,0.8641316,0.3138415733513414,0.8230420027285748,2846,10860,1187,39346,0.3208749083939343,0.7778904478327403,0.744684673753607,0.7056781552194397,0.2076462862979717,0.191096488283086,
17,cuda,False,5,31,1,5,16,3,0.2,True,relu,relu,3,3,256,16,1234,154740,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,738.5088,0.7558943629264832,184.11136,0.8684498,0.3102122250181993,0.8215450706589966,2811,10711,1222,39495,0.3202506408430646,0.7799922564944044,0.7418293585547802,0.6969997520456236,0.2078834491939062,0.1906538252848616,
18,cuda,False,5,31,1,5,16,3,0.2,True,relu,relu,3,3,256,16,1234,154740,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,734.4885,0.7517794370651245,184.27574,0.8692252,0.3166258424991479,0.8227312991921337,2940,12327,1093,37879,0.3046632124352331,0.752576559302347,0.7417287218514419,0.7289858666005455,0.1925722145804676,0.1797066014669926,
19,cuda,False,5,31,1,5,16,3,0.2,True,relu,relu,3,3,256,16,1234,154740,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,735.36206,0.7526735663414001,183.783,0.866901,0.3110959843128769,0.8222937861001517,2842,10876,1191,39330,0.3202073122640978,0.7775217094710448,0.7440294214960572,0.7046863377138607,0.207173057296982,0.1906231135555704,
20,cuda,False,5,31,1,5,16,3,0.2,True,relu,relu,3,3,256,16,1234,154740,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,734.1926,0.7514765858650208,184.45387,0.87006545,0.3053224071251774,0.8209716162813622,2874,11590,1159,38616,0.3107530950965021,0.7649477313372297,0.7408859876184408,0.7126208777584925,0.198700221238938,0.1839595468219932,
21,cuda,False,5,31,1,5,16,3,0.2,True,relu,relu,3,3,256,16,1234,154740,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,732.31036,0.7495499849319458,184.20645,0.86889833,0.3149498360765619,0.8221364329075789,2704,8928,1329,41278,0.3452282157676348,0.8108925312044839,0.746320641229397,0.6704686337713861,0.2324621733149931,0.2086258776328987,
-1,cuda,False,5,31,1,5,16,3,0.2,True,relu,relu,3,3,256,16,1234,154740,1,365193,"[101, 102, 103]",249910,[101],54239,[102],61044,[103],<class 'torch.optim.adam.Adam'>,0.001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,,,198.24693,0.82948506,0.3169590375604966,0.826278384002016,2893,10503,1428,46220,0.3265789919286561,0.8045508158049931,0.7421789795966736,0.6695209442258736,0.2159599880561361,0.1951565029681597,16.0
