,N epoch,device,progress,patience,epochs,verbose,geometric_dim,encoder_hidden_dim,encoder_depth,dropout,batch_norm,dense_activation,gnn_activation,gnn_depth,dense_depth,dense_dim,gnn_hidden_dim,model_seed,total_params,reduction,total_samples,use_folds,train_samples,train_folds,valid_samples,valid_folds,test_samples,test_folds,optimizer,lr,scheduler,scheduler_gamma,scheduler_step,loss_fn,pos_weight,loss_reduction,train_batch_size,train_shuffle,train_num_workers,valid_batch_size,valid_shuffle,valid_num_workers,test_batch_size,test_shuffle,test_num_workers,train_cumulated_loss,train_mean_loss,cumulated_loss,mean_loss,average_precision,roc_auc,tp,fp,fn,tn,f1,accuracy,balanced_accuracy,recall,precision,jaccard,At epoch
9,10,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7179.634,0.5763996243476868,1920.6672,0.66229904,0.4869464442509468,0.8961046505910395,37013,84057,13933,607144,0.4303436889591666,0.8679641634339289,0.8024521407054126,0.7265143485258901,0.30571570166019657,0.274164277830863,
10,11,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7108.969,0.5707265138626099,1896.6012,0.6540004,0.4876168772763867,0.8961255492405382,38148,92881,12798,598320,0.41926638274488254,0.8576036822893578,0.8072082935639607,0.7487928394770934,0.2911416556640133,0.2652353174299679,
11,12,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7050.3716,0.5660220980644226,1906.0287,0.6572513,0.48612244614865774,0.8958040626657933,37512,88747,13434,602454,0.4233740582940662,0.862317034226373,0.803956837434778,0.7363090330938641,0.29710357281461125,0.2685317088186237,
12,13,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7006.506,0.5625004768371582,1901.2947,0.65561885,0.4890129426873193,0.8967614628676401,38045,91879,12901,599322,0.4206888925747775,0.8588150326013579,0.8069222446451825,0.7467710909590547,0.2928250361749946,0.2663749343602311,
13,14,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6965.8716,0.5592382550239563,1920.0427,0.6620837,0.48998613490669346,0.8958890580590246,37018,83297,13928,607904,0.43229923917295826,0.8689949565247855,0.8030509799945214,0.7266124916578338,0.30767568466109796,0.2757536705824512,
14,15,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6940.311,0.5571861863136292,1899.7512,0.65508664,0.4904346927296834,0.8969988338999227,37787,88160,13159,603041,0.42723002040781716,0.8634785291862663,0.8070803967914928,0.7417069053507636,0.3000230255583698,0.2716417695857835,
15,16,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6918.5312,0.5554376244544983,1916.9592,0.6610204,0.48833967546239176,0.896057889077053,37305,85157,13641,606044,0.4302569662299317,0.8668754303392724,0.8045222037167841,0.732245907431398,0.3046251081968284,0.2740938847784399,
16,-1,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,,,1898.5348,0.6546672,0.48761686238284113,0.8961255480478284,38148,92881,12798,598320,0.41926638274488254,0.8576036822893578,0.8072082935639607,0.7487928394770934,0.2911416556640133,0.2652353174299679,11.0
0,1,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,9830.339,0.8043808937072754,2300.3447,0.73376226,0.38459198710581244,0.854762598668248,30964,80797,19629,670932,0.381438092070414,0.8748308035925726,0.752269936680692,0.6120214258889569,0.27705550236665744,0.23566481467387168,
1,2,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,8738.217,0.7150164842605591,2171.627,0.69270396,0.41796489054884056,0.8702754554073076,33086,83338,17507,668391,0.3961991893040828,0.8743085693773821,0.7715511135451402,0.6539639871128416,0.2841853913282485,0.2470376537172126,
2,3,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,8326.457,0.6813237071037292,2105.3613,0.6715666,0.4474668119990712,0.8788783076712746,34203,82662,16390,669067,0.40849645881355323,0.876543332976037,0.7830398202165971,0.676042140217026,0.29267103067642153,0.25667329556114216,
3,4,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,8037.613,0.6576886177062988,2153.0142,0.68676686,0.4555965716651325,0.8791770461992275,30827,60799,19766,690930,0.43351450931310165,0.8995852039455481,0.7642173304224891,0.6093135413990077,0.33644380416039116,0.2767433927032462,
4,5,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7804.6123,0.638623058795929,3153.8408,1.0060098,0.4241705693388164,0.8597022058049048,2,1,50591,751728,7.905763301446754e-05,0.9369430228761021,0.500019100446906,3.953116043721463e-05,0.6666666666666666,3.9530379096335537e-05,
5,6,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7625.691,0.6239825487136841,2215.2703,0.7066253,0.46952450831360876,0.8827899152708366,28338,44870,22255,706859,0.45779921002253615,0.9163365830676462,0.7502139743779506,0.5601170122348942,0.3870888427494263,0.2968479934634361,
6,7,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7474.8994,0.6116438508033752,2043.4082,0.65180486,0.48010325852791613,0.8863165686010739,35263,82770,15330,668959,0.41823918019759704,0.8777298889971856,0.7934437433346907,0.6969936552487498,0.2987554328026908,0.26441366795887916,
7,8,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7348.4985,0.6013008952140808,2048.2515,0.65334976,0.4852757156828398,0.8844720132022729,35794,90395,14799,661334,0.40495073027796946,0.8688880524278282,0.7936198633736233,0.7074891783448303,0.2836538842529856,0.2538797628166936,
8,9,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7258.0137,0.5938968658447266,2099.7598,0.66977984,0.4940875896800913,0.8896810509052449,31370,53508,19223,698221,0.46312494925113123,0.909349363472521,0.774433172434517,0.6200462514577115,0.3695892928674097,0.30134196597535085,
9,10,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7181.872,0.5876664519309998,2029.9955,0.64752644,0.4932129113235672,0.8874993792083603,34993,81323,15600,670406,0.4193063285982182,0.8791968810527444,0.791737837908612,0.6916569485897258,0.3008442518656075,0.26526729130658905,
10,11,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7105.448,0.5814129710197449,3882.8838,1.2385594,0.3864727543619685,0.8719078630961865,0,0,50593,751729,0.0,0.936941776493727,0.5,0.0,0.0,0.0,
11,12,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7049.1875,0.5768094062805176,1976.4769,0.63045514,0.5103265674039457,0.8942114646702682,35602,79266,14991,672463,0.43033705827959456,0.8825197364649106,0.7991246363093398,0.7036941869428577,0.30993836403524044,0.2741588954173373,
12,13,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7000.5806,0.5728320479393005,2010.4691,0.64129794,0.5013288967439568,0.8889624686690865,37823,106279,12770,645450,0.38853591514933616,0.8516194246200404,0.8031070669669524,0.7475935406083846,0.2624738032782335,0.24110739966341985,
13,14,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6968.824,0.5702335238456726,1949.2947,0.62178457,0.5157302684743413,0.8961746151148438,37080,88723,13513,663006,0.4204176965464069,0.87257485149354,0.8074412343529718,0.7329077145059594,0.29474654817452683,0.26615751241781277,
14,15,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6933.7373,0.5673624873161316,2009.7943,0.6410827,0.502865610418268,0.8900856991707571,35254,81128,15339,670601,0.42226680640814496,0.8797652314158156,0.7944469471231108,0.6968157650267823,0.30291625852795107,0.2676414542859529,
15,16,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6922.83,0.5664700269699097,3764.3005,1.2007338,0.40761781600588404,0.8722626672233346,0,0,50593,751729,0.0,0.936941776493727,0.5,0.0,0.0,0.0,
16,17,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6899.7383,0.564580500125885,1981.5763,0.63208175,0.5128608571889355,0.8930484621203362,36148,84709,14445,667020,0.42167395742198893,0.8764162019737711,0.8009003190881576,0.7144861937422173,0.29909728025683247,0.26716530428227225,
17,18,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6889.127,0.5637122392654419,1980.619,0.6317764,0.5108075581635666,0.8927886319520294,36369,87897,14224,663832,0.41598087602010764,0.872718185466683,0.8009639707015221,0.7188543869705295,0.29267056153734733,0.2626110188461261,
18,19,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6864.163,0.5616695284843445,2684.2654,0.856225,0.4653393634331512,0.8714129283966521,13278,6472,37315,745257,0.37752157286439303,0.9454246549390395,0.6269189442717347,0.26244737414266794,0.6723037974683544,0.23268202926487339,
19,-1,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3128416,"[2, 3, 4, 5, 6, 7, 8, 9]",802322,"[0, 1]",802322,"[0, 1]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,,,1950.0208,0.6220162,0.515730267704281,0.8961746153251917,37080,88723,13513,663006,0.4204176965464069,0.87257485149354,0.8074412343529718,0.7329077145059594,0.29474654817452683,0.26615751241781277,14.0
